"id"|"name"|"description"|"genre"|"image"|"actors"|"country"|"language"|"runtime"|"year"
199|"Face/Off"|"In order to foil an extortion plot, an FBI agent undergoes a face-transplant surgery and assumes the identity and physical appearance of a ruthless terrorist, but the plan turns from bad to worse when the same criminal impersonates the cop."|"Action, Crime, Sci-Fi"|"201.jpg"|"John Travolta, Nicolas Cage, Joan Allen, Alessandro Nivola"|"USA"|"English, Latin"|"138 min"|1997
200|"Hamlet"|"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing."|"Drama"|"202.jpg"|"Riz Abbasi, Richard Attenborough, David Blair, Brian Blessed"|"UK, USA"|"English"|"242 min"|1996
201|"Repo Man"|"Young punk Otto becomes a repo man after helping to steal a car, and stumbles into a world of wackiness as a result."|"Comedy, Crime, Sci-Fi"|"203.jpg"|"Harry Dean Stanton, Emilio Estevez, Tracey Walter, Olivia Barash"|"USA"|"English, Spanish"|"92 min"|1984
202|"Passion of Anna"|"Andreas, a man struggling with the recent demise of his marriage and his own emotional isolation, befriends a married couple also in the midst of psychological turmoil. In turn he meets ..."|"Drama"|"204.jpg"|"Max von Sydow, Liv Ullmann, Bibi Andersson, Erland Josephson"|"Sweden"|"Swedish"|"101 min"|1969
203|"Mildred Pierce"|"A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter."|"Crime, Drama, Film-Noir"|"205.jpg"|"Joan Crawford, Jack Carson, Zachary Scott, Eve Arden"|"USA"|"English"|"111 min"|1945
204|"Nosferatu the Vampyre"|"Jonathan and Lucy live in Wismar and the Count wants a house there. Varna is a port on the Black Sea, close to Dracula's castle."|"Fantasy, Horror"|"206.jpg"|"Klaus Kinski, Isabelle Adjani, Bruno Ganz, Roland Topor"|"West Germany, France"|"German, English, Romany"|"107 min"|1979
205|"Badlands"|"An impressionable teen girl from a dead-end town and her older greaser boyfriend go on a killing spree in the South Dakota badlands."|"Crime, Drama"|"207.jpg"|"Martin Sheen, Sissy Spacek, Warren Oates, Ramon Bieri"|"USA"|"English, Spanish"|"94 min"|1973
206|"Escape from the Planet of the Apes"|"The world is shocked by the appearance of three talking chimpanzees, who arrived mysteriously in a U.S. spacecraft. They become the toast of society; but one man believes them to be a threat to the human race."|"Action, Sci-Fi"|"208.jpg"|"Roddy McDowall, Kim Hunter, Bradford Dillman, Natalie Trundy"|"USA"|"English"|"98 min"|1971
207|"Blow Up"|"A mod London photographer seems to find something very suspicious in the shots he has taken of a mysterious beauty in a desolate park."|"Drama, Mystery, Thriller"|"209.jpg"|"Vanessa Redgrave, Sarah Miles, David Hemmings, John Castle"|"UK, Italy, USA"|"English"|"111 min"|1966
208|"The Shining"|"A family heads to an isolated hotel for the winter where an evil and spiritual presence influences the father into violence, while his psychic son sees horrific forebodings from the past and of the future."|"Drama, Horror"|"210.jpg"|"Jack Nicholson, Shelley Duvall, Danny Lloyd, Scatman Crothers"|"USA, UK"|"English"|"146 min"|1980
209|"Big Fish"|"A frustrated son tries to determine the fact from fiction in his dying father's life."|"Adventure, Drama, Fantasy"|"211.jpg"|"Ewan McGregor, Albert Finney, Billy Crudup, Jessica Lange"|"USA"|"English, Cantonese"|"125 min"|2003
210|"The Accused"|"After a young woman suffers a brutal rape in a bar one night, a prosecutor assists in bringing the perpetrators to justice, including the ones who encouraged and cheered on the attack."|"Crime, Drama"|"212.jpg"|"Kelly McGillis, Jodie Foster, Bernie Coulson, Leo Rossi"|"Canada, USA"|"English"|"111 min"|1988
211|"Seems Like Old Times"|"Wrongfully accused of a bank robbery, a writer seeks the help of his ex-wife, who is now married to the soon-to-be D.A. of California."|"Comedy, Romance"|"213.jpg"|"Goldie Hawn, Chevy Chase, Charles Grodin, Robert Guillaume"|"USA"|"English, Spanish"|"100 min"|1980
212|"The Jerk"|"An idiotic man struggles to make it through life on his own in St. Louis."|"Comedy"|"214.jpg"|"Steve Martin, Bernadette Peters, Catlin Adams, Mabel King"|"USA"|"English"|"94 min"|1979
213|"The Secret of Roan Inish"|"10-year-old Fiona is sent to live with her grandparents in a small fishing village in Donegal, Ireland. She soon learns the local legend that an ancestor of hers married a Selkie - a seal ..."|"Drama, Family, Fantasy"|"215.jpg"|"Jeni Courtney, Pat Slowey, Dave Duffy, Declan Hannigan"|"USA, Ireland"|"English, Irish"|"103 min"|1994
214|"The Godfather"|"The aging patriarch of an organized crime dynasty transfers control of his clandestine empire to his reluctant son."|"Crime, Drama"|"216.jpg"|"Marlon Brando, Al Pacino, James Caan, Richard S. Castellano"|"USA"|"English, Italian, Latin"|"175 min"|1972
215|"Kissing Jessica Stein"|"A woman searching for the perfect man instead discovers the perfect woman."|"Comedy, Drama, Romance"|"217.jpg"|"Jennifer Westfeldt, Tovah Feldshuh, Esther Wurmfeld, Hillel Friedman"|"USA"|"English"|"97 min"|2001
216|"Mr. Holland's Opus"|"A frustrated composer finds fulfillment as a high school music teacher."|"Drama, Music"|"218.jpg"|"Richard Dreyfuss, Glenne Headly, Jay Thomas, Olympia Dukakis"|"USA"|"English, American Sign Language"|"143 min"|1995
217|"Harry Potter and the Prisoner of Azkaban"|"It's Harry's third year at Hogwarts; not only does he have a new \Defense Against the Dark Arts\ teacher, but there is also trouble brewing. Convicted murderer Sirius Black has escaped the Wizards' Prison and is coming after Harry."|"Adventure, Family, Fantasy"|"219.jpg"|"Daniel Radcliffe, Richard Griffiths, Pam Ferris, Fiona Shaw"|"UK, USA"|"English"|"142 min"|2004
218|"Lethal Weapon 2"|"Riggs and Murtaugh are on the trail of South African diplomats who are using their immunity to engage in criminal activities."|"Action, Crime, Thriller"|"220.jpg"|"Mel Gibson, Danny Glover, Joe Pesci, Joss Ackland"|"USA"|"English, Afrikaans"|"114 min"|1989
219|"Horse Feathers"|"Quincy Adams Wagstaff, the new president of Huxley University, hires bumblers Baravelli and Pinky to help his school win the big football game against rival Darwin University."|"Comedy, Musical, Romance"|"221.jpg"|"The Marx Brothers, Groucho Marx, Harpo Marx, Chico Marx"|"USA"|"English"|"68 min"|1932
220|"McCabe & Mrs. Miller"|"A gambler and a prostitute become business partners in a remote Old West mining town, and their enterprise thrives until a large corporation arrives on the scene."|"Drama, Western"|"222.jpg"|"Warren Beatty, Julie Christie, Rene Auberjonois, William Devane"|"USA"|"Cantonese, English"|"120 min"|1971
221|"Lumumba"|"The true story of the rise to power and brutal assassination of the formerly vilified and later redeemed leader of the independent Congo, Patrice Lumumba. Using newly discovered historical ..."|"Biography, Drama, History"|"223.jpg"|"Eriq Ebouaney, Alex Descas, Théophile Sowié, Maka Kotto"|"France, Belgium, Germany, Haiti"|"French, Lingala, English"|"115 min"|2000
222|"The Story of O"|"The beautiful O is taken by her boyfriend, Rene, to a bizarre retreat, where she is trained in bondage and sexual perversion. Rene discharges a personal debt by transferring possession of O..."|"Drama"|"224.jpg"|"Corinne Cléry, Udo Kier, Anthony Steel, Jean Gaven"|"France, West Germany, Canada"|"English, French, Polish"|"97 min"|1975
223|"Shadows and Fog"|"With a serial strangler on the loose, a bookkeeper wanders around town searching for the vigilante group intent on catching the killer."|"Comedy"|"225.jpg"|"Michael Kirby, Woody Allen, David Ogden Stiers, James Rebhorn"|"USA"|"English"|"85 min"|1991
224|"Power and Terror: Noam Chomsky in Our Times"|"This documentary compiles a series of Noam Chomsky's interviews and lectures that address the events of 9/11."|"Documentary"|"226.jpg"|"Noam Chomsky"|"USA, Japan"|"English"|"74 min"|2002
225|"Fitzcarraldo"|"The story of Brian Sweeney Fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle."|"Adventure, Biography, Drama"|"227.jpg"|"Klaus Kinski, Claudia Cardinale, José Lewgoy, Miguel Ángel Fuentes"|"West Germany, Peru"|"German, Spanish, Italian"|"158 min"|1982
226|"Picnic at Hanging Rock"|"During a rural picnic, a few students and a teacher from an Australian girls' school vanish without a trace. Their absence frustrates and haunts the people left behind."|"Drama, Mystery, Romance"|"229.jpg"|"Rachel Roberts, Vivean Gray, Helen Morse, Kirsty Child"|"Australia"|"English, French"|"115 min"|1975
227|"An American in Paris"|"Three friends struggle to find work in Paris. Things become more complicated when two of them fall in love with the same woman."|"Drama, Musical, Romance"|"230.jpg"|"Gene Kelly, Leslie Caron, Oscar Levant, Georges Guétary"|"USA"|"English, French, German"|"113 min"|1951
228|"The Sweet Hereafter"|"A bus crash in a small town brings a lawyer to the town to defend the families, but he discovers that everything is not what it seems."|"Drama"|"232.jpg"|"Ian Holm, Caerthan Banks, Sarah Polley, Tom McCamus"|"Canada"|"English"|"112 min"|1997
229|"What's Up"|"The accidental mix-up of four identical plaid overnight bags leads to a series of increasingly wild and wacky situations."|"Comedy, Romance"|"233.jpg"|"Barbra Streisand, Ryan O'Neal, Madeline Kahn, Kenneth Mars"|"USA"|"English"|"94 min"|1972
230|"Henry & June"|"In 1931 Paris, Anais Nin meets Henry Miller and his wife June. Intrigued by them both, she begins expanding her sexual horizons with her husband Hugo as well as with Henry and others. June ..."|"Biography, Drama"|"234.jpg"|"Fred Ward, Uma Thurman, Maria de Medeiros, Richard E. Grant"|"USA"|"English"|"136 min"|1990
231|"Camille Claudel"|"Biography of Camille Claudel. Sister of writer Paul Claudel, her enthusiasm impresses already-famous sculptor Auguste Rodin. He hires her as an assistant, but soon Camille begins to sculpt ..."|"Biography, Drama, History"|"235.jpg"|"Isabelle Adjani, Gérard Depardieu, Madeleine Robinson, Laurent Grévill"|"France"|"French"|"175 min"|1988
232|"The Boondock Saints"|"Fraternal twins set out to rid Boston of the evil men operating there while being tracked down by an FBI agent."|"Action, Crime, Thriller"|"236.jpg"|"Willem Dafoe, Sean Patrick Flanery, Norman Reedus, David Della Rocco"|"Canada, USA"|"English, Russian, Latin, Spanish, Papiamento"|"108 min"|1999
233|"Knife in the Water"|"On their way to a sailing trip, an aging husband and wife invite along an emphatic young hitchhiker out of sheer patronization."|"Drama, Thriller"|"237.jpg"|"Leon Niemczyk, Jolanta Umecka, Zygmunt Malanowicz"|"Poland"|"Polish"|"94 min"|1962
234|"Last Tango in Paris"|"A young Parisian woman meets a middle-aged American businessman who demands their clandestine relationship be based only on sex."|"Drama, Romance"|"238.jpg"|"Marlon Brando, Maria Schneider, Maria Michi, Giovanna Galletti"|"France, Italy"|"French, English"|"129 min"|1972
235|"Moulin Rouge"|"A poet falls for a beautiful courtesan whom a jealous duke covets in this stylish musical, with music drawn from familiar 20th century sources."|"Drama, Musical, Romance"|"239.jpg"|"Nicole Kidman, Ewan McGregor, John Leguizamo, Jim Broadbent"|"USA, Australia"|"English, French, Spanish"|"127 min"|2001
236|"Mephisto"|"A German stage actor finds unexpected success and mixed blessings in the popularity of his performance in a Faustian play as the Nazis take power in pre-WWII Germany. As his associates and ..."|"Drama"|"240.jpg"|"Klaus Maria Brandauer, Krystyna Janda, Ildikó Bánsági, Rolf Hoppe"|"West Germany, Hungary, Austria"|"German, English, Hungarian"|"144 min"|1981
237|"Carrie"|"Carrie White, a shy and outcast 17 year-old girl who is sheltered by her domineering, religious mother, unleashes her telekinetic powers after being humiliated by her classmates at her senior prom."|"Drama, Fantasy, Horror"|"241.jpg"|"Sissy Spacek, Piper Laurie, Amy Irving, William Katt"|"USA"|"English"|"98 min"|1976
238|"Bullets Over Broadway"|"In New York in 1928, a struggling playwright is forced to cast a mobster's talentless girlfriend in his latest drama in order to get it produced."|"Comedy, Crime"|"242.jpg"|"John Cusack, Dianne Wiest, Jennifer Tilly, Chazz Palminteri"|"USA"|"English"|"98 min"|1994
239|"Monkey Business"|"A chemist finds his personal and professional life turned upside down when one of his chimpanzees finds the fountain of youth."|"Comedy"|"243.jpg"|"Cary Grant, Ginger Rogers, Charles Coburn, Marilyn Monroe"|"USA"|"English"|"97 min"|1952
240|"A Home at the End of the World"|"From the Pulitzer Prize-winning author of \The Hours\ comes a story that chronicles a dozen years in the lives of two best friends who couldn't be more different. From suburban Cleveland in..."|"Drama, Romance"|"244.jpg"|"Andrew Chalmers, Ryan Donowho, Asia Vieira, Quancetia Hamilton"|"USA, Canada"|"English"|"97 min"|2004
241|"Kiki's Delivery Service"|"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service."|"Animation, Adventure, Drama"|"245.jpg"|"Minami Takayama, Rei Sakuma, Kappei Yamaguchi, Keiko Toda"|"Japan"|"English, Japanese"|"103 min"|1989
242|"Ghost"|"The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name."|"Action, Adventure, Thriller"|"246.jpg"|"Tom Cruise, Paula Patton, Simon Pegg, Jeremy Renner"|"USA, United Arab Emirates, Czech Republic"|"English, Russian, French, Arabic, Swedish"|"133 min"|2011
243|"Wall Street"|"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government."|"Biography, Comedy, Crime"|"247.jpg"|"Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey"|"USA"|"French, English"|"180 min"|2013
244|"The Joy Luck Club"|"The life histories of four Asian women and their daughters reflect and guide each other."|"Drama"|"248.jpg"|"Kieu Chinh, Tsai Chin, France Nuyen, Lisa Lu"|"USA, China"|"English, Mandarin, Cantonese"|"139 min"|1993
245|"House of Flying Daggers"|"A romantic police captain breaks a beautiful member of a rebel group out of prison to help her rejoin her fellows, but things are not what they seem."|"Action, Adventure, Drama"|"249.jpg"|"Takeshi Kaneshiro, Andy Lau, Ziyi Zhang, Dandan Song"|"China, Hong Kong"|"Mandarin"|"119 min"|2004
246|"Anything Else"|"Jerry Falk learns a lesson the hard way when he falls head over heels in love with a beautiful but flighty girl, Amanda."|"Comedy, Romance"|"251.jpg"|"Woody Allen, Jason Biggs, Fisher Stevens, Anthony Arkin"|"USA, France, UK"|"English"|"108 min"|2003
247|"Maze"|"Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow \runners\ for a shot at escape."|"Action, Mystery, Sci-Fi"|"252.jpg"|"Dylan O'Brien, Aml Ameen, Ki Hong Lee, Blake Cooper"|"USA, Canada, UK"|"English"|"113 min"|2014
248|"House of Games"|"A psychiatrist comes to the aid of a compulsive gambler and is led by a smooth-talking grifter into the shadowy but compelling world of stings, scams, and con men."|"Crime, Thriller"|"253.jpg"|"Lindsay Crouse, Joe Mantegna, Mike Nussbaum, Lilia Skala"|"USA"|"English"|"102 min"|1987
249|"His Girl Friday"|"A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying."|"Comedy, Drama, Romance"|"255.jpg"|"Cary Grant, Rosalind Russell, Ralph Bellamy, Gene Lockhart"|"USA"|"French, English"|"92 min"|1940
250|"Kramer vs. Kramer"|"Ted Kramer's wife leaves her husband, allowing for a lost bond to be rediscovered between Ted and his son, Billy. But a heated custody battle ensues over the divorced couple's son, deepening the wounds left by the separation."|"Drama, Romance"|"256.jpg"|"Dustin Hoffman, Meryl Streep, Jane Alexander, Justin Henry"|"USA"|"English"|"105 min"|1979
251|"Breathless"|"A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he reunites with a hip American journalism student and attempts to persuade her to run away with him to Italy."|"Crime, Drama"|"257.jpg"|"Jean Seberg, Jean-Paul Belmondo, Daniel Boulanger, Henri-Jacques Huet"|"France"|"French, English"|"90 min"|1960
252|"Alice"|"Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror."|"Adventure, Family, Fantasy"|"258.jpg"|"Johnny Depp, Mia Wasikowska, Helena Bonham Carter, Anne Hathaway"|"USA"|"English"|"108 min"|2010
253|"Somewhere in Time"|"A Chicago playwright uses self-hypnosis to find the actress whose vintage portrait hangs in a grand hotel."|"Drama, Fantasy, Romance"|"259.jpg"|"Christopher Reeve, Jane Seymour, Christopher Plummer, Teresa Wright"|"USA"|"English"|"103 min"|1980
254|"The Count of Monte Cristo"|"A young man, falsely imprisoned by his jealous \friend,\ escapes and uses a hidden treasure to exact his revenge."|"Action, Adventure, Drama"|"260.jpg"|"Jim Caviezel, Guy Pearce, Richard Harris, James Frain"|"UK, USA, Ireland"|"English"|"131 min"|2002
255|"Shame"|"In New York City, Brandon's carefully cultivated private life - which allows him to indulge his sexual addiction - is disrupted when his sister arrives unannounced for an indefinite stay."|"Drama"|"261.jpg"|"Michael Fassbender, Lucy Walters, Mari-Ange Ramirez, James Badge Dale"|"UK"|"English"|"101 min"|2011
256|"Billy Elliot"|"A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family."|"Drama, Music"|"262.jpg"|"Jamie Bell, Jean Heywood, Jamie Draven, Gary Lewis"|"UK, France"|"English"|"110 min"|2000
257|"Gia"|"The story of the life of Gia Carangi, a top fashion model from the late 1970s, from her meteoric rise to the forefront of the modeling industry, to her untimely death from AIDS at age 26."|"Biography, Drama, Romance"|"263.jpg"|"Angelina Jolie, Elizabeth Mitchell, Eric Michael Cole, Kylie Travis"|"USA"|"English, German, French"|"120 min"|1998
258|"On the Town"|"Three sailors on a day of shore leave in New York City look for fun and romance before their twenty-four hours are up."|"Comedy, Musical, Romance"|"264.jpg"|"Gene Kelly, Frank Sinatra, Betty Garrett, Ann Miller"|"USA"|"English"|"98 min"|1949
259|"The Player"|"A Hollywood studio executive is being sent death threats by a writer whose script he rejected - but which one?"|"Comedy, Crime, Drama"|"265.jpg"|"Tim Robbins, Greta Scacchi, Fred Ward, Whoopi Goldberg"|"USA"|"English"|"124 min"|1992
260|"2 Days in the Valley"|"48 hours of intersecting lives and crimes in Los Angeles."|"Comedy, Crime, Thriller"|"266.jpg"|"Danny Aiello, Greg Cruttwell, Jeff Daniels, Teri Hatcher"|"USA"|"English, Vietnamese"|"104 min"|1996
261|"Down With Love"|"Aaaah... it's New York City in 1962, and love is blooming between a journalist and a feminist advice author, who's falling head over heels despite her beau's playboy lifestyle."|"Comedy, Romance"|"267.jpg"|"Renée Zellweger, Ewan McGregor, Sarah Paulson, David Hyde Pierce"|"USA, Germany"|"English"|"101 min"|2003
262|"Bull Durham"|"A fan who has an affair with one minor-league baseball player each season meets an up-and-coming pitcher and the experienced catcher assigned to him."|"Comedy, Romance, Sport"|"268.jpg"|"Kevin Costner, Susan Sarandon, Tim Robbins, Trey Wilson"|"USA"|"English"|"108 min"|1988
263|"Sleeper"|"A nerdish store owner is revived out of cryostasis into a future world to fight an oppressive government."|"Comedy, Sci-Fi"|"269.jpg"|"Woody Allen, Diane Keaton, John Beck, Mary Gregory"|"USA"|"Yiddish, English"|"89 min"|1973
264|"Spider"|"When bitten by a genetically modified spider, a nerdy, shy, and awkward high school student gains spider-like abilities that he eventually must use to fight evil as a superhero after tragedy befalls his family."|"Action, Adventure, Fantasy"|"270.jpg"|"Tobey Maguire, Willem Dafoe, Kirsten Dunst, James Franco"|"USA"|"English"|"121 min"|2002
265|"The Great Silence"|"A mute gunfighter defends a young widow and a group of outlaws against a gang of bounty killers in the winter of 1898, and a grim, tense struggle unfolds."|"Western"|"271.jpg"|"Jean-Louis Trintignant, Klaus Kinski, Frank Wolff, Luigi Pistilli"|"Italy, France"|"Italian"|"105 min"|1968
266|"Closely Watched Trains"|"An apprentice train dispatcher at a village station seeks his first sexual encounter and becomes despondent when he is unable to perform."|"Comedy, Drama, War"|"272.jpg"|"Václav Neckár, Josef Somr, Vlastimil Brodský, Vladimír Valenta"|"Czechoslovakia"|"Czech, German"|"93 min"|1966
267|"Far from Heaven"|"In 1950s Connecticut, a housewife faces a marital crisis and mounting racial tensions in the outside world."|"Drama, Romance"|"273.jpg"|"Julianne Moore, Dennis Quaid, Dennis Haysbert, Patricia Clarkson"|"USA, France"|"English"|"107 min"|2002
268|"Betty Blue"|"Zorg is a handyman working at in France, maintaining and looking after the bungalows. He lives a quiet and peaceful life, working diligently and writing in his spare time. One day Betty ..."|"Drama, Romance"|"274.jpg"|"Jean-Hugues Anglade, Béatrice Dalle, Gérard Darmon, Consuelo De Haviland"|"France"|"French"|"120 min"|1986
269|"Faraway"|"A group of angels in the German capital look longingly upon the life of humans."|"Fantasy, Drama, Mystery"|"275.jpg"|"Otto Sander, Peter Falk, Horst Buchholz, Mikhail Gorbachev"|"Germany"|"German, French, English, Italian, Russian"|"140 min"|1993
270|"Willy Wonka & the Chocolate Factory"|"Charlie receives a golden ticket to a factory, his sweet tooth wants going into the lushing candy, it turns out there's an adventure in everything."|"Family, Fantasy, Musical"|"276.jpg"|"Gene Wilder, Jack Albertson, Peter Ostrum, Roy Kinnear"|"USA"|"English, German, French"|"100 min"|1971
271|"The Pillow Book"|"As a young girl in Japan, Nagiko's father paints characters on her face, and her aunt reads to her from \The Pillow Book\, the diary of a 10th-century lady-in-waiting. Nagiko grows up, ..."|"Drama"|"277.jpg"|"Vivian Wu, Yoshi Oida, Ken Ogata, Hideko Yoshida"|"Netherlands, UK, France, Luxembourg"|"Mandarin, Japanese, Cantonese, English, Italian, French"|"126 min"|1996
272|"Total Recall"|"When a man goes for virtual vacation memories of the planet Mars, an unexpected and harrowing series of events forces him to go to the planet for real - or does he?"|"Action, Sci-Fi"|"278.jpg"|"Arnold Schwarzenegger, Rachel Ticotin, Sharon Stone, Ronny Cox"|"USA"|"English"|"113 min"|1990
